title,score,stdev,num_votes,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10
Saenai Heroine no Sodatekata ♭,9.054655870445345,1.3761445670528591,494,4,1,1,0,6,4,25,103,89,261
Zero kara Hajimeru Mahou no Sho,8.75,1.7320508075688772,96,2,0,0,0,2,5,5,22,13,47
Eromanga-sensei,8.846153846153847,1.7326200929770414,117,1,2,0,0,2,4,10,20,14,64
Netsuzou TRap,8.666666666666666,2.4267032964268394,18,1,0,0,1,0,0,1,3,0,12
Nil Admirari no Tenbin: Teito Genwaku Kitan,,,0,0,0,0,0,0,0,0,0,0,0
Nana Maru San Batsu,,,0,0,0,0,0,0,0,0,0,0,0
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,8.73076923076923,1.455961017749823,26,0,0,0,0,1,1,4,4,4,12
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,9.387096774193548,1.037286141342808,31,0,0,0,0,0,1,1,4,4,21
Sword Gai (TV),7.9743589743589745,2.258740055953358,39,2,0,0,0,3,2,7,5,7,13
Warau Salesman New,,,0,0,0,0,0,0,0,0,0,0,0
"Wake Up, Girls! Shin Shou",,,0,0,0,0,0,0,0,0,0,0,0
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu,,,0,0,0,0,0,0,0,0,0,0,0
Tsukipro The Animation,9.75,0.43301270189221874,4,0,0,0,0,0,0,0,0,1,3
Tsugumomo,7.777777777777778,2.3465235646603193,9,0,1,0,0,0,0,2,3,0,3
Uchouten Kazoku 2,8.96875,1.2865743031399313,32,0,0,0,0,1,0,4,5,6,16
The Snack World (TV),,,0,0,0,0,0,0,0,0,0,0,0
THE REFLECTION,,,0,0,0,0,0,0,0,0,0,0,0
Tenshi no 3P!,,,0,0,0,0,0,0,0,0,0,0,0
Starmyu 2nd Season,9.363636363636363,1.4630433581300986,22,0,0,0,0,2,0,0,1,2,17
Senki Zesshou Symphogear 4th Season,9.125,1.2686114456365276,8,0,0,0,0,0,0,2,0,1,5
Shishou Series,8.571428571428571,1.3997084244475304,7,0,0,0,0,0,1,1,0,3,2
Shingeki no Bahamut: Virgin Soul,8.808510638297872,1.5661077633683358,282,2,1,0,3,5,8,28,51,49,135
Re:Creators,7.333333333333333,2.4494897427831783,9,1,0,0,0,0,0,3,2,2,1
Oushitsu Kyoushi Haine,,,0,0,0,0,0,0,0,0,0,0,0
Nora to Oujo to Noraneko Heart,8.882352941176471,1.409311594201287,17,0,0,0,0,0,2,1,3,2,9
Saint Seiya: Saintia Shou,9.142857142857142,0.9897433186107868,7,0,0,0,0,0,0,1,0,3,3
Quan Zhi Gao Shou,,,0,0,0,0,0,0,0,0,0,0,0
Room Mate: One Room Side M,,,0,0,0,0,0,0,0,0,0,0,0
Saiyuuki Reload Blast,8.166666666666666,1.4624940645653537,6,0,0,0,0,0,1,1,2,0,2
Senki Zesshou Symphogear 5th Season,9.4,1.2,5,0,0,0,0,0,0,1,0,0,4
Sakura Quest,8.857142857142858,1.1866605518454392,14,0,0,0,0,0,1,0,5,2,6
Sakurada Reset,8.25,1.6393596310755,8,0,0,0,0,1,0,1,3,0,3
Saredo Tsumibito wa Ryuu to Odoru,,,0,0,0,0,0,0,0,0,0,0,0
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,,,0,0,0,0,0,0,0,0,0,0,0
Taishou Chicchai-san,,,0,0,0,0,0,0,0,0,0,0,0
Natsume Yuujinchou Roku,9.395833333333334,1.1944242569353474,96,0,0,0,0,3,0,6,9,7,71
Mekakucity Reload,8.926605504587156,1.9475056830874136,109,3,1,0,0,3,1,9,12,12,68
Kantai Collection: KanColle Zoku-hen,8.686567164179104,1.9771753953548066,268,8,2,0,2,6,4,26,43,42,135
Katsugeki/Touken Ranbu,8.945054945054945,1.8239110095088016,91,2,1,0,0,1,3,4,14,13,53
Sin: Nanatsu no Taizai,9.372881355932204,1.087654997093861,59,0,0,0,0,1,1,1,9,7,40
Days 2 (TV),8.91566265060241,1.6733547523341363,83,2,0,0,0,1,0,7,17,12,44
Berserk (2017),8.346534653465346,2.44922959624772,202,11,4,1,3,3,4,19,30,30,97
Cardcaptor Sakura: Clear Card-hen,9.229508196721312,1.4302750236844086,61,0,0,1,0,1,2,3,5,8,41
Ninja Bear,,,0,0,0,0,0,0,0,0,0,0,0
Megaton-kyuu Musashi,,,0,0,0,0,0,0,0,0,0,0,0
Kyoukai no Rinne (TV) 3rd Season,8.047619047619047,2.203378152620814,42,2,0,0,0,2,3,7,10,1,17
Lost Song,,,0,0,0,0,0,0,0,0,0,0,0
Kabukibu!,2.0,0.0,1,0,1,0,0,0,0,0,0,0,0
Kaitou Tenshi Twin Angel (TV),,,0,0,0,0,0,0,0,0,0,0,0
Jikan no Shihaisha,,,0,0,0,0,0,0,0,0,0,0,0
Kenka Banchou Otome: Girl Beats Boys,10.0,0.0,4,0,0,0,0,0,0,0,0,0,4
Kirakira☆Precure A La Mode,9.0,0.0,1,0,0,0,0,0,0,0,0,1,0
Knight's & Magic,7.5,2.5,2,0,0,0,0,1,0,0,0,0,1
Koisuru Shirokuma,,,0,0,0,0,0,0,0,0,0,0,0
Love Kome: We Love Rice,,,0,0,0,0,0,0,0,0,0,0,0
Mahoujin Guru Guru (Shinsaku),,,0,0,0,0,0,0,0,0,0,0,0
Made in Abyss,,,0,0,0,0,0,0,0,0,0,0,0
Minna Atsumare! Falcom Gakuen 3rd Season,,,0,0,0,0,0,0,0,0,0,0,0
Fukumenkei Noise,8.7,1.7058722109231983,20,0,0,0,0,2,2,0,1,6,9
DIVE!!,8.714285714285714,1.2777531299998797,7,0,0,0,0,0,0,2,1,1,3
Cinderella Girls Gekijou,8.875,1.0532687216470444,8,0,0,0,0,0,0,1,2,2,3
Death March kara Hajimaru Isekai Kyousoukyoku,9.4,0.7999999999999997,5,0,0,0,0,0,0,0,1,1,3
Dies Irae,9.0,1.1982893790305564,39,0,0,0,0,0,1,6,4,9,19
Clockwork Planet,9.24390243902439,1.2253518719102898,41,0,0,0,0,0,2,4,3,5,27
Escha Chron,5.0,0.0,1,0,0,0,0,1,0,0,0,0,0
Ensemble Stars!,9.294117647058824,1.2492212106820766,34,0,0,0,0,0,2,3,2,3,24
Fate/Apocrypha,9.477272727272727,0.891592965724229,44,0,0,0,0,0,1,0,6,7,30
Gin no Guardian,8.5,2.3769728648009427,10,0,1,0,0,0,0,1,1,2,5
Frame Arms Girl,9.0,0.0,1,0,0,0,0,0,0,0,0,1,0
Inazuma Eleven: Ares no Tenbin,9.607142857142858,0.724040533311189,28,0,0,0,0,0,0,1,1,6,20
Hajimete no Gal,8.333333333333334,2.248456260538674,12,0,1,0,0,0,0,2,3,0,6
Infini-T Force,,,0,0,0,0,0,0,0,0,0,0,0
High Score Girl,8.625,1.2183492931011204,8,0,0,0,0,0,0,2,2,1,3
Hinako Note,9.0,1.0,2,0,0,0,0,0,0,0,1,0,1
Inuyashiki,7.666666666666667,0.4714045207910317,3,0,0,0,0,0,0,1,2,0,0
Island,10.0,0.0,2,0,0,0,0,0,0,0,0,0,2
Atom: The Beginning,9.0,1.4142135623730947,3,0,0,0,0,0,0,1,0,0,2
Ba La La Xiao Mo Xian Zhi: Feiyue Cai Ling Bao Di Er Ji,,,0,0,0,0,0,0,0,0,0,0,0
Kekkai Sensen & Beyond,9.040229885057471,1.4358272692607779,174,1,1,0,0,4,0,14,30,28,96
Fate/Extra Last Encore,9.24812030075188,1.2767794013309688,133,1,0,0,0,1,3,6,14,28,80
Rokudenashi Majutsu Koushi to Akashic Records,8.982456140350877,1.1919500176465285,57,0,0,0,0,1,0,7,10,12,27
Renai Boukun,9.0,1.2704468063320473,57,0,0,0,0,2,1,4,8,15,27
FLCL (TV),8.09433962264151,2.1957433171582563,212,7,1,3,4,9,13,29,36,32,78
Shingeki no Bahamut: Manaria Friends,8.544303797468354,1.4565215051789902,79,0,0,1,0,1,4,12,19,13,29
Full Metal Panic! IV,9.058823529411764,1.2112506048219998,51,0,0,0,0,0,2,5,9,7,28
Alice to Zouroku,,,0,0,0,0,0,0,0,0,0,0,0
Alice in Deadly School,7.5,1.8027756377319946,4,0,0,0,0,1,0,1,1,0,1
Ballroom e Youkoso,8.75,2.222048604328897,16,1,0,0,0,0,0,1,3,2,9
Blend S,,,0,0,0,0,0,0,0,0,0,0,0
Battle Girl High School,,,0,0,0,0,0,0,0,0,0,0,0
Black Clover (TV),9.090909090909092,1.4742977036569866,22,0,0,0,0,1,1,2,1,3,14
Busou Shoujo Machiavellianism,8.933333333333334,1.4590712418826193,30,0,0,0,0,2,0,3,4,5,16
Centaur no Nayami,,,0,0,0,0,0,0,0,0,0,0,0
Zukkoke Knight: Don De La Mancha,6.416666666666667,2.1682686385429477,48,1,4,1,2,3,9,16,4,5,3
Zettai Zetsumei Dangerous Jiisan (2005),6.0,2.3804761428476167,6,1,0,0,0,0,2,1,2,0,0
Zhan Long Si Qu,5.230769230769231,2.9392266422373536,13,1,1,3,2,1,1,0,0,3,1
Zettai Zetsumei Dangerous Jiisan (2004),6.5,1.5300029708824394,22,0,0,1,2,3,2,8,5,1,0
Zero Tester: Chikyuu wo Mamore!,5.0,2.513961017995307,25,2,1,6,4,1,3,5,0,1,2
Zettai Zetsumei Dangerous Jiisan,5.818181818181818,2.289032420366213,11,0,2,0,1,0,4,2,1,0,1
Zettai Yareru Greece Shinwa,5.714285714285714,2.6840420325794194,28,4,1,1,2,2,5,8,1,1,3
Zinba,7.0,2.2784840051451156,47,2,2,0,1,4,7,9,11,4,7
Zoobles!,6.363636363636363,2.5680812530591886,11,0,1,2,0,0,1,4,1,0,2
Zumomo to Nupepe,6.75,2.165063509461097,12,0,0,0,2,2,3,1,1,0,3
Shingeki no Kyojin Season 2,9.2782109150595,1.4824057734438927,4874,76,8,3,6,45,60,161,460,845,3210
One Punch Man 2,9.512219451371571,1.2472314724444928,2005,21,2,1,2,13,12,36,136,261,1521
Boku no Hero Academia 2nd Season,9.23342939481268,1.317245640671448,1041,9,2,0,2,7,8,49,135,205,624
Nanatsu no Taizai 2,9.347014925373134,1.15048272143242,268,1,0,0,0,3,2,11,36,38,177
Boruto: Naruto Next Generations,9.027522935779816,1.86448564172255,436,11,2,1,1,8,13,19,49,49,283
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,9.030405405405405,1.6529318254030445,296,6,0,0,1,3,7,20,37,50,172
Drifters 2nd Season,8.976415094339623,1.4966662253023688,212,2,1,0,1,4,0,15,40,40,109
Yume wo Kanaeru Zou,5.722222222222222,2.022252747022366,18,1,0,2,2,2,3,5,2,1,0
Yuusei Kamen,6.444444444444445,2.0875882475617704,18,0,1,1,1,2,3,6,1,1,2
Youyou no Neko Tsumami,6.0,0.8770580193070293,13,0,0,0,0,5,3,5,0,0,0
Yoshimoto Muchikko Monogatari,5.571428571428571,1.635074734608514,14,1,0,0,1,4,4,3,1,0,0
Yattokame Tanteidan,6.181818181818182,1.9917183909278768,11,0,0,1,2,1,2,2,2,0,1
Yeongsimi,6.5,1.5,6,0,0,0,1,0,2,2,0,1,0
Youkaiden Nekome Kozou,7.3125,2.4677608777999542,16,1,0,1,0,1,2,0,6,2,3
Yeonghongibyeong Lazenca,5.333333333333333,1.247219128924647,12,0,0,0,5,1,3,3,0,0,0
Yousei Dick,5.705882352941177,2.662698893589712,34,3,2,3,4,3,3,7,5,0,4
Yoligongju Loopy,5.1875,2.098176291449315,16,1,0,3,2,2,4,3,0,0,1
Yowamushi Monsters,6.333333333333333,1.699673171197595,6,0,0,0,0,2,3,0,0,0,1
"Yume Miru, Anime: on-chan",7.25,1.4790199457749038,16,0,0,0,0,1,5,5,1,2,2
Yuusei Shounen Papii,6.138461538461539,1.8470510640304707,65,2,0,3,5,13,12,17,7,4,2
Yuuto-kun ga Iku,3.8333333333333335,2.4094720491334933,6,1,1,2,0,0,1,0,1,0,0
Yuuyake Banchou,6.363636363636363,1.610913195151759,11,0,1,0,0,1,2,5,2,0,0
Zero Tester,6.405405405405405,1.992682009855866,37,1,0,1,4,6,5,13,0,4,3
Zenmai Zamurai,6.357142857142857,2.5525097693150913,28,3,0,0,2,4,4,7,3,0,5
Train Heroes,6.233333333333333,3.169472441204617,30,2,2,3,6,1,1,3,1,2,9
Tomodachi 8-nin,5.416666666666667,3.040239391159117,12,3,0,0,1,1,2,3,0,0,2
Tonari no Tamageta-kun,6.333333333333333,2.211083193570267,9,1,0,0,0,0,4,2,0,2,0
Touma Kishinden Oni,6.538461538461538,1.9948157661369137,52,2,0,1,3,8,13,6,11,5,3
Tsuri Baka Nisshi,6.833333333333333,1.863389981249825,24,1,0,0,1,2,6,4,5,5,0
Uchuu Ace,5.486486486486487,2.5107511702688847,37,2,6,2,2,4,4,10,4,1,2
Turuturutu Narongi,6.25,0.4330127018922192,4,0,0,0,0,0,3,1,0,0,0
Uchi no 3 Shimai,6.6938775510204085,1.8205637345440175,49,1,0,2,2,4,12,13,9,2,4
Uchuu Majin Daikengou,6.541666666666667,1.5132516497779063,48,0,0,2,1,8,12,15,5,3,2
Tsuruhime Ja!,5.866666666666666,1.8208667044996885,15,0,1,1,0,4,3,5,0,0,1
Yasamura Yasashi no Yasashii Sekai,4.444444444444445,3.0041124076879497,18,4,2,3,1,1,3,1,0,1,2
Yasai no Yousei: N.Y.Salad 2nd Series,6.071428571428571,1.8308579454251854,14,0,1,0,2,2,2,4,2,1,0
Yasai no Yousei: N.Y.Salad,6.266666666666667,1.4360439485692011,15,0,0,0,2,3,3,4,2,1,0
Yancharu Moncha,7.333333333333333,1.247219128924647,3,0,0,0,0,0,1,1,0,1,0
Yanbo Ninbo Tonbo,5.818181818181818,2.442732516826255,11,2,0,0,0,0,4,3,1,1,0
Xingji Biaoche Wang,,,0,0,0,0,0,0,0,0,0,0,0
Xing Mao Lixian Ji Zhi Shu Fa Pian,5.0,2.7386127875258306,4,1,0,0,1,0,0,1,1,0,0
Xiong Chu Mo Zhi Chunri Dui Dui Peng,5.0,2.5495097567963922,4,1,0,0,0,1,1,0,1,0,0
Xiao Taiji,5.25,2.6339134382131846,8,1,0,1,2,0,1,2,0,0,1
Xi Yang Yang Yu Hui Tai Lang,6.105263157894737,2.7509756516572588,19,2,0,1,2,2,5,2,0,1,4
Xi You Ji,7.9375,2.3175620272173942,32,2,0,0,0,1,3,5,6,4,11
Xiong Chu Mo Zhi Conglin Zhongdongyuan,4.5,2.0615528128088303,4,1,0,0,0,1,2,0,0,0,0
Xiang Qi Master,6.341463414634147,2.2372648381402196,41,2,0,3,4,4,4,13,4,4,3
Xiong Chu Mo,4.2,1.9390719429665317,5,1,0,1,0,1,2,0,0,0,0
Xiong Chu Mo Zhi Dongri Le Fantian,4.5,2.0615528128088303,4,1,0,0,0,1,2,0,0,0,0
Xiong Chu Mo Zhi Huanqiu Da Maoxian,5.0,2.345207879911715,4,1,0,0,0,0,2,1,0,0,0
Yakyuubu Aruaru,3.8636363636363638,2.3605749404725067,22,6,3,0,4,2,3,3,1,0,0
Yakyuukyou no Uta,7.096153846153846,1.3482127112562388,52,0,0,0,1,6,8,20,8,7,2
X Bomber,5.8076923076923075,1.9517099163638885,52,2,2,3,4,8,10,18,2,1,2
Wu Lan Qi Qi Ge,6.25,2.5860201081971503,4,0,0,1,0,1,0,1,0,0,1
What's Michael? (TV),7.033333333333333,1.7603661235347856,30,1,0,0,0,3,6,8,8,1,3
Wei Qi Shao Nian 2,8.222222222222221,1.133115447465063,9,0,0,0,0,0,0,3,3,1,2
Wansa-kun,6.129032258064516,2.4853368108720284,31,1,3,3,1,2,4,8,2,6,1
Warera Salaryman Tou,8.666666666666666,0.9428090415820634,3,0,0,0,0,0,0,0,2,0,1
Warai no Show Gakkou,6.0,1.8708286933869707,4,0,0,1,0,0,1,1,1,0,0
Washimo 2nd Season,5.153846153846154,2.475919529143243,13,1,1,2,1,1,5,0,0,1,1
Washimo 4th Season,5.6,1.019803902718557,5,0,0,0,1,1,2,1,0,0,0
Washimo 3rd Season,5.666666666666667,3.018461712712472,9,1,1,1,0,0,3,1,0,0,2
Witch Village Story,4.714285714285714,3.1493439550069433,7,2,0,1,1,0,0,2,0,0,1
Wei Qi Shao Nian,6.451612903225806,1.997396849085512,31,1,0,2,1,6,3,8,7,1,2
Washimo,5.862068965517241,1.634206291182453,29,0,1,0,5,6,7,7,1,1,1
Wonder 3,6.516129032258065,2.0219914766728797,62,1,1,4,2,13,7,10,15,6,3
Wonder Bebil-kun,6.6,1.1135528725660042,10,0,0,0,0,2,2,5,0,1,0
Wrestler Gundan Seisenshi Robin Jr.,6.142857142857143,2.455037858028617,21,2,0,0,3,1,7,3,1,1,3
Wanpaku Tanteidan,6.555555555555555,1.5355861067872505,18,0,0,1,1,2,3,7,2,2,0
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei Junjou Ha,5.0,2.9059326290271157,9,2,1,0,0,1,2,2,0,0,1
Ultra B,5.708333333333333,2.091235015221601,24,1,1,0,3,8,3,5,0,1,2
Umeboshi Denka,6.25,1.479019945774904,16,0,1,0,0,3,4,5,3,0,0
Ukkari Pénélope (2013),7.0,0.816496580927726,3,0,0,0,0,0,1,1,1,0,0
Ukkari Pénélope,6.565217391304348,1.6372322072837158,23,0,0,0,4,3,1,10,1,4,0
UFO Senshi Dai Apolon 2,6.083333333333333,1.9561157657175836,24,2,0,0,0,6,5,6,3,2,0
Uniminipet,6.75,0.43301270189221963,4,0,0,0,0,0,1,3,0,0,0
Uwabaki Cook,4.125,2.368411915187052,8,2,1,0,1,1,1,2,0,0,0
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei,3.5428571428571427,2.697542343296496,70,21,14,8,4,6,6,5,1,0,5
Uwabaki Cook no Tekitou Uranai!,4.5,2.1563858652847827,10,2,0,1,1,2,3,0,1,0,0
Wa Wa Wa Wappi-chan,4.75,1.6393596310755005,4,0,1,0,0,1,2,0,0,0,0
Urikupen Kyuujo-tai,5.885714285714286,2.435117228875716,35,3,1,1,5,4,5,8,2,4,2
Wa Wa Wa Wappi-chan 2nd Season,5.666666666666667,1.247219128924647,3,0,0,0,1,0,1,1,0,0,0
Wala! Pyeon-uijeom The Animation,5.2,1.7204650534085253,10,0,1,0,3,2,1,2,1,0,0
Wankorobee,5.533333333333333,1.8571184369578824,15,1,0,1,2,3,1,6,1,0,0
Tobidase! Machine Hiryuu,4.857142857142857,2.4159335036125373,7,1,0,2,0,1,0,2,1,0,0
The Olympic Adventures of Fuwa,5.928571428571429,1.9072899889740984,14,1,0,1,0,2,4,3,3,0,0
The Primitives: Bongo and Grunge,5.2727272727272725,2.766386191764171,11,2,0,1,2,0,1,3,1,0,1
The Legend of Huainanzi 2nd Season,7.0,1.8708286933869707,4,0,0,0,1,0,0,1,1,1,0
Tian Xin Ge Ge,6.0,0.0,1,0,0,0,0,0,1,0,0,0,0
The Marshmallow Times,7.116666666666666,2.0338114192050574,60,1,0,2,2,8,7,16,9,4,11
The Legend of Huainanzi,5.75,3.031088913245535,4,0,1,0,1,0,0,1,0,0,1
The Arari Show,6.5,1.8027756377319946,6,0,0,0,0,3,1,0,0,2,0
The Adventures of T-Rex,5.913043478260869,1.7671653419914413,23,0,1,0,4,6,2,6,3,0,1
The World of Golden Eggs,7.260869565217392,2.3538569884589853,46,2,1,0,3,2,8,5,9,7,9
Tobidase! Bacchiri,7.625,2.175861898191151,8,0,0,0,0,3,0,0,2,0,3
Tick & Tack,5.5,0.8660254037844388,4,0,0,0,1,0,3,0,0,0,0
Tian Xin Ge Ge 2nd Season,,,0,0,0,0,0,0,0,0,0,0,0
Uchuu Patrol Hopper,6.0,2.065591117977289,15,1,0,1,1,1,4,5,1,0,1
Toko-chan Chokkin,6.666666666666667,0.942809041582063,3,0,0,0,0,0,2,0,1,0,0
Uchuu Shounen Soran,6.363636363636363,2.1436047495548354,22,1,0,1,2,3,2,9,0,2,2
Uchuujin Pipi,4.333333333333333,2.924988129130708,6,2,0,1,0,0,2,0,0,1,0
Telemonster,8.25,1.920286436967152,8,0,0,0,0,1,1,1,1,0,4
Tamagotchi! Yume Kira Dream,6.56,2.08,25,0,1,2,1,3,4,5,5,2,2
Tamagotchi! Miracle Friends,6.954545454545454,2.204896879206346,22,0,1,1,2,1,1,8,3,1,4
Takoyaki Mant-Man,6.612244897959184,1.352493185778032,49,0,1,0,0,7,14,19,4,2,2
Tama & Friends: Uchi no Tama Shirimasenka?,6.333333333333333,0.4714045207910317,3,0,0,0,0,0,2,1,0,0,0
Talpy,7.0,2.6832815729997477,5,0,1,0,0,0,0,1,2,0,1
Sushi Azarashi,6.0,3.7416573867739413,3,1,0,0,0,0,0,1,0,0,1
Susie-chan to Marvy,6.45,2.2907422377910613,20,1,1,0,0,4,4,5,0,3,2
Taeng-gu & Ulasyong,4.0,2.160246899469287,3,1,0,0,0,1,1,0,0,0,0
Tam Mao Phieu Luu Ky Ta,6.1,1.972308292331602,10,0,0,0,3,1,3,1,0,1,1
Tachumaru Gekijou,5.4,3.028751117760146,15,3,0,1,1,3,3,0,1,0,3
Teach,7.0,1.5811388300841898,4,0,0,0,0,1,1,0,1,1,0
Tantei Shounen Kageman,6.714285714285714,1.9059520091609046,7,0,0,1,0,1,0,2,2,1,0
Tamagotchi! Tamatomo Daishuu GO,7.55,2.3973944189473704,20,0,1,1,0,2,2,3,3,1,7
Tatakae! Osper,5.6,2.0591260281974,5,0,1,0,0,1,1,1,1,0,0
Tetsujin 28-gou Gao!,5.0,3.2317865716108862,9,2,1,0,1,1,2,0,0,0,2
The Adventures of Hello Kitty & Friends,5.833333333333333,2.9107081994288304,30,4,2,2,0,4,4,5,4,0,5
Sentai Hero Sukiyaki Force,6.75,3.6996621467371855,4,1,0,0,0,0,1,0,0,0,2
Setsuzoku Muyou,3.4444444444444446,2.2166597048066667,9,4,0,0,0,3,2,0,0,0,0
Sennin Buraku,5.372093023255814,2.5520010918379366,43,6,2,2,2,9,7,7,4,1,3
Surf Side High-School,5.384615384615385,2.020603928702107,13,1,0,0,3,3,3,2,0,0,1
Super Zugan,7.166666666666667,1.4433756729740645,36,0,0,0,0,5,7,12,3,7,2
Sougen no Shoujo Laura,6.35,1.7825543469975889,40,1,0,0,4,8,7,12,3,3,2
Souya Monogatari,6.714285714285714,1.4846149779161806,7,0,0,0,0,2,2,0,2,1,0
Sockies: Frontier Quest,4.5,3.1490739379485304,6,1,2,0,0,0,2,0,0,0,1
Sobakasu Pucchi,7.181818181818182,1.7486712783337586,11,0,0,0,0,2,4,0,1,3,1
Sore Ike! Zukkoke Sannin-gumi,7.0,1.7795130420052185,12,0,1,0,0,0,1,6,3,0,1
Sore Ike! Sabuibo Mask,3.0,2.4494897427831783,5,3,0,0,0,0,2,0,0,0,0
Soccer Fever,6.468085106382978,1.9770068051603973,47,1,1,2,4,4,8,13,9,2,3
Space Oz no Bouken,6.342105263157895,1.6427883194751167,38,0,0,0,7,6,5,12,5,1,2
Skyers 5,4.703703703703703,2.564931806397153,27,5,4,0,2,3,4,6,2,1,0
Spoon-hime no Swing Kitchen,9.6,0.7999999999999999,5,0,0,0,0,0,0,0,1,0,4
Slippy Dandy,5.75,1.920286436967152,4,0,0,1,0,1,0,1,1,0,0
Stray Sheep: Poe no Chicchana Daibouken,5.7894736842105265,1.9352396116684456,19,1,1,1,0,3,5,6,1,1,0
Spheres,7.535714285714286,1.6362444555650437,28,0,0,0,1,0,6,12,1,1,7
Shiro Hon,6.5,2.5,4,0,0,1,0,0,1,1,0,0,1
Shounen Santa no Daibouken!,6.35,2.006863224038948,20,1,0,0,2,3,4,5,2,2,1
Shiodome Cable TV,5.761904761904762,2.467015970854975,21,1,3,0,2,3,1,7,1,2,1
Shinkai Densetsu Meremanoid,6.2727272727272725,1.8136306675690912,11,0,0,0,2,2,3,2,0,1,1
Shin Skyers 5,6.25,0.8291561975888498,4,0,0,0,0,1,1,2,0,0,0
Shisukon Ouji,7.0,1.4142135623730947,3,0,0,0,0,0,2,0,0,1,0
Shin Pro Golfer Saru,7.0,1.0540925533894598,9,0,0,0,0,1,1,5,1,1,0
Shinken Densetsu: Tight Road,5.25,1.920286436967152,4,0,0,1,1,0,1,0,1,0,0
Shiritori Oukoku,4.714285714285714,2.3733211036908783,7,0,2,1,0,1,2,0,0,1,0
Shounen Ashibe 2,5.826086956521739,1.7607353679405728,23,0,1,2,1,6,4,6,1,2,0
Shounen Ashibe (TV),5.888888888888889,2.2703129713002834,36,2,1,1,6,5,7,6,2,4,2
Shounen Tokugawa Ieyasu,7.0,1.3228756555322954,8,0,0,0,0,2,0,3,2,1,0
Shounen Ninja Kaze no Fujimaru,5.3,1.8193405398660252,20,0,1,3,2,5,4,4,0,0,1
Shouwa Ahozoushi Akanuke Ichiban!,7.266666666666667,1.6519348924485153,45,0,0,1,2,5,2,15,10,6,4
Shuukan Shimakou,5.3076923076923075,2.12619614785927,26,2,1,1,4,6,5,4,1,1,1
"Shuukan Shimakou: Sono Toki, Shimakou ga Ugoita!",5.625,2.2138296381308717,24,1,1,2,4,3,4,5,1,2,1
Shuukan Storyland,6.315789473684211,1.5235910343294872,19,0,0,1,1,3,5,6,2,0,1
Silk Road Shounen Yuuto,6.153846153846154,2.2479444917234552,13,1,0,0,2,1,3,3,1,1,1
Shin Obake no Q-tarou,5.785714285714286,1.9704448891619606,28,2,0,1,2,7,5,6,3,2,0
Shimajirou no Wow!,6.5,1.8929694486000912,6,0,0,0,0,3,1,0,1,0,1
Shiawase Haitatsu Taneko,6.5,2.3979157616563596,8,1,0,0,0,0,2,3,1,0,1
Sanchoume no Yuuhi,6.0,2.5495097567963922,4,0,1,0,0,0,1,1,0,1,0
Sasurai-kun,6.0,1.5491933384829666,5,0,0,1,0,0,1,3,0,0,0
Sakura Momoko Gekijou: Coji-Coji,6.945945945945946,1.7233836288572824,37,0,0,0,1,8,8,8,4,3,5
Sakuran Boy DT,5.71875,2.239341072168329,32,2,1,3,3,5,2,11,2,2,1
Saikyou Robot Daiouja,6.521739130434782,1.9419749073154169,46,2,0,1,3,4,8,18,5,1,4
Shima Kousaku no Asia Risshi-den,7.5,2.9297326385411577,6,0,1,0,0,0,1,1,0,0,3
Shibawanko no Wa no Kokoro,6.48,1.9068997526526317,75,3,1,2,1,11,15,20,16,2,4
Shima Kousaku no Asia Shinseki-den,7.0,2.7838821814150108,8,1,0,0,0,0,3,0,1,1,2
Shin Bikkuriman,5.157894736842105,2.758015264541874,19,3,3,0,1,1,2,6,2,0,1
Shin Don Chuck Monogatari,6.485714285714286,2.1162153356732802,35,1,1,0,2,9,4,7,4,4,3
Shimajirou Hesoka,6.6,1.42828568570857,10,0,0,0,0,2,4,2,1,0,1
Shin Kyojin no Hoshi II,6.913043478260869,1.7671653419914415,23,0,0,0,3,3,3,3,8,1,2
Shin Kyojin no Hoshi,6.75,1.6393596310755,28,0,0,1,2,3,6,5,8,2,1
Shin Dokonjou Gaeru,7.538461538461538,1.5499570522776833,13,0,0,0,1,0,1,5,3,1,2
Ryuuichi Manga Gekijou Onbu Obake,5.473684210526316,2.1853199465291255,19,1,1,2,2,3,2,6,1,0,1
Robokko Beeton,6.0,1.5118578920369088,7,0,0,1,0,1,2,2,1,0,0
Robocar Poli 2,5.454545454545454,2.3879864611933996,11,0,1,2,1,2,2,1,0,1,1
Robby to Kerobby,6.2727272727272725,2.004127971368055,11,0,0,2,0,1,3,2,2,0,1
Rita to Nantoka,6.026315789473684,1.5472699574830633,38,0,0,3,4,5,11,9,4,2,0
Robocar Poli,4.642857142857143,1.6736249305514257,14,0,3,1,1,3,5,1,0,0,0
RoboDz,5.153846153846154,2.3808903908526404,13,2,1,0,2,0,2,5,1,0,0
